ResponseName,ReleaseDate,ReleaseYear,ReleaseMonth,ReleaseDay,ReleaseDecade,ReleaseQuarter,Genre,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsRPG,GenreIsFreeToPlay,GenreIsSimulation,GenreIsEarlyAccess,GenreIsMassivelyMultiplayer,GenreIsNonGame,GenreIsStrategy,GenreIsSports,GenreIsRacing,PriceInitial,PriceFinal,DiscountPct,PriceCurrency,PriceCategory,IsFree,FreeOrPaid,Metacritic,MetacriticCategory,ReviewCategory,RequiredAge,AgeRating,SteamSpyOwners,SteamSpyOwnersVariance,SteamSpyPlayersEstimate,PopularityCategory,RecommendationCount,PlatformWindows,PlatformLinux,PlatformMac,PlatformCategory,PCReqsHaveMin,PCReqsHaveRec,LinuxReqsHaveMin,LinuxReqsHaveRec,MacReqsHaveMin,MacReqsHaveRec,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeLevelEditor,CategoryVRSupport,CategoryIncludeSrcSDK,DLCCount,DemoCount,MovieCount,ScreenshotCount,AchievementCount,AchievementHighlightedCount,PublisherCount,DeveloperCount,PackageCount,ControllerSupport,FreeVerAvail,PurchaseAvail,SubscriptionAvail,LanguageCount
Counter-Strike,2000-11-01,2000,November,Wednesday,2000s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,88,High,Excellent,0,All ages,13033334,92789,9140731,Blockbuster,68991,1,1,1,All Platforms,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,1,1,1,0,0,1,0,1
Team Fortress Classic,1999-04-01,1999,April,Thursday,1990s,Q2.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,5399140,60368,753627,Popular,2439,1,1,1,All Platforms,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0,1,0,1
Day of Defeat,2003-05-01,2003,May,Thursday,2000s,Q2.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,79,High,Good,0,All ages,7621102,71499,1709740,Blockbuster,2319,1,1,1,All Platforms,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0,1,0,1
Deathmatch Classic,2001-06-01,2001,June,Friday,2000s,Q2.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,7498965,70936,789676,Popular,888,1,1,1,All Platforms,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,0,1,0,1
Half-Life: Opposing Force,1999-11-01,1999,November,Monday,1990s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,5399499,60370,705741,Popular,2934,1,1,1,All Platforms,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0,1,0,1
Ricochet,2000-11-01,2000,November,Wednesday,2000s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,7488563,70888,843481,Popular,1965,1,1,1,All Platforms,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,0,1,0,1
Half-Life,1998-11-08,1998,November,Sunday,1990s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,96,High,Excellent,0,All ages,5927504,63206,2268772,Blockbuster,12486,1,1,1,All Platforms,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,11,0,0,1,1,1,0,0,1,0,1
Counter-Strike: Condition Zero,2004-03-01,2004,March,Monday,2000s,Q1.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,65,Mid Range,Average,0,All ages,10489261,83543,4127910,Blockbuster,7067,1,1,1,All Platforms,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,0,0,1,1,1,0,0,1,0,1
Half-Life: Blue Shift,2001-06-01,2001,June,Friday,2000s,Q2.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,71,Mid Range,Good,0,All ages,5368650,60199,662517,Popular,2219,1,1,1,All Platforms,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0,1,0,1
Half-Life 2,2004-11-16,2004,November,Tuesday,2000s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,96,High,Excellent,0,All ages,9901173,81234,5695963,Blockbuster,35792,1,1,1,All Platforms,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,9,33,10,1,1,2,0,0,1,0,1
Counter-Strike: Source,2004-11-01,2004,November,Monday,2000s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,88,High,Excellent,0,All ages,15433570,100626,11472993,Blockbuster,53931,1,1,1,All Platforms,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5,147,10,1,1,1,0,0,1,0,1
Half-Life: Source,2004-06-01,2004,June,Tuesday,2000s,Q2.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,1,Free,0,Unrated,Unrated,0,All ages,2983660,45027,695697,Popular,2547,1,1,1,All Platforms,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,0,1,0,1
Day of Defeat: Source,2010-07-12,2010,July,Monday,2010s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,80,High,Good,0,All ages,6400269,65635,2895778,Blockbuster,7185,1,1,1,All Platforms,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,5,54,10,1,1,1,0,0,1,0,1
Half-Life 2: Deathmatch,2004-11-01,2004,November,Monday,2000s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,14001822,96041,3598829,Blockbuster,4328,1,1,1,All Platforms,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,1,1,2,0,0,1,0,1
Half-Life 2: Lost Coast,2005-10-27,2005,October,Thursday,2000s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0, ,Free,1,Free,0,Unrated,Unrated,0,All ages,14844765,98771,2885376,Blockbuster,4352,1,1,1,All Platforms,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,1
Half-Life Deathmatch: Source,2006-05-01,2006,May,Monday,2000s,Q2.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,1,Free,0,Unrated,Unrated,0,All ages,6796273,67597,388292,Popular,864,1,1,1,All Platforms,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0,1,0,1
Half-Life 2: Episode One,2006-06-01,2006,June,Thursday,2000s,Q2.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,7.99,7.99,0.0,USD,Budget,0,Paid,87,High,Excellent,0,All ages,6298399,65120,2478611,Blockbuster,4437,1,1,1,All Platforms,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,5,5,13,10,1,1,2,0,0,1,0,1
Portal,2007-10-10,2007,October,Wednesday,2000s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,90,High,Excellent,0,All ages,9795716,80813,6864247,Blockbuster,27535,1,1,1,All Platforms,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,11,15,10,1,1,2,0,0,1,0,1
Half-Life 2: Episode Two,2007-10-10,2007,October,Wednesday,2000s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,7.99,7.99,0.0,USD,Budget,0,Paid,90,High,Excellent,0,All ages,5735062,62188,2240435,Blockbuster,6104,1,1,1,All Platforms,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,7,5,22,10,1,1,2,0,0,1,0,1
Team Fortress 2,2007-10-10,2007,October,Wednesday,2000s,Q4.0,Action,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0, ,Free,1,Free,92,High,Excellent,0,All ages,37878812,152480,37878812,Blockbuster,383949,1,1,1,All Platforms,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,16,11,520,10,1,1,1,0,0,1,0,1
Left 4 Dead,2008-11-17,2008,November,Monday,2000s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,89,High,Excellent,0,All ages,4473517,55021,3107949,Blockbuster,9980,1,0,1,Two Platforms,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,6,12,73,10,1,1,2,1,0,1,0,1
Left 4 Dead 2,2009-11-16,2009,November,Monday,2000s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,89,High,Excellent,0,All ages,15574539,101064,13583400,Blockbuster,140726,1,1,1,All Platforms,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,3,17,70,10,1,1,1,1,0,1,0,1
Dota 2,2013-07-09,2013,July,Tuesday,2010s,Q3.0,Action,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0, ,Free,1,Free,90,High,Excellent,0,All ages,90687580,215972,90687580,Blockbuster,590480,1,1,1,All Platforms,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,4,16,0,0,1,1,0,0,0,0,0,1
Portal 2,2011-04-18,2011,April,Monday,2010s,Q2.0,Action,0,1,1,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,95,High,Excellent,0,All ages,8741499,76454,7282849,Blockbuster,73128,1,1,1,All Platforms,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,17,12,51,10,1,1,3,1,0,1,0,1
Alien Swarm,2010-07-19,2010,July,Monday,2010s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0, ,Free,1,Free,77,High,Good,0,All ages,4819841,57083,4819841,Blockbuster,14625,1,0,0,Windows Only,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2,10,66,10,1,1,0,0,0,0,0,1
Counter-Strike: Global Offensive,2012-08-21,2012,August,Tuesday,2010s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,14.99,14.99,0.0,USD,Mid range,0,Paid,83,High,Good,0,All ages,25833156,128228,25150372,Blockbuster,1427633,1,1,1,All Platforms,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,8,15,167,10,1,1,1,1,0,1,0,1
Rag Doll Kung Fu,2005-10-12,2005,October,Wednesday,2000s,Q4.0,Indie,1,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,69,Mid Range,Average,0,All ages,35332,4919,12913,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,5,0,0,1,1,1,0,0,1,0,1
Red Orchestra: Ostfront 41-45,2006-03-14,2006,March,Tuesday,2000s,Q1.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,81,High,Good,0,All ages,940689,25354,515451,Popular,1220,1,1,1,All Platforms,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,6,37,44,10,1,1,2,0,0,1,0,1
Killing Floor,2009-05-14,2009,May,Thursday,2000s,Q2.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,72,Mid Range,Good,17,Teen,3496958,48712,2989220,Blockbuster,44364,1,1,1,All Platforms,1,1,1,1,1,0,1,1,1,0,0,1,0,0,21,0,0,39,285,10,1,1,4,0,0,1,0,1
SiN Episodes: Emergence,2006-05-10,2006,May,Wednesday,2000s,Q2.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,75,High,Good,0,All ages,219883,12270,69767,Emerging,385,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,1,1,0,0,1,0,1
Darwinia,2005-07-14,2005,July,Thursday,2000s,Q3.0,Indie,1,0,0,0,0,0,0,0,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,84,High,Good,0,All ages,674354,21475,214861,Popular,444,1,1,1,All Platforms,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,5,0,0,1,1,4,0,0,1,0,1
Uplink,2006-08-23,2006,August,Wednesday,2000s,Q3.0,Indie,1,0,0,0,0,0,0,0,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,75,High,Good,0,All ages,728339,22316,314938,Popular,1240,1,1,1,All Platforms,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,1,2,0,0,1,0,1
DEFCON,2006-09-29,2006,September,Friday,2000s,Q3.0,Indie,1,0,0,0,0,0,0,0,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,84,High,Good,0,All ages,811736,23556,451423,Popular,1655,1,1,1,All Platforms,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,5,22,10,1,1,3,0,0,1,0,1
Multiwinia,2008-09-19,2008,September,Friday,2000s,Q3.0,Indie,1,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,76,High,Good,0,All ages,619832,20590,139534,Emerging,340,1,0,1,Two Platforms,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,7,16,12,10,1,1,3,0,0,1,0,1
Dangerous Waters,2006-02-07,2006,February,Tuesday,2000s,Q1.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,14.99,14.99,0.0,USD,Mid range,0,Paid,82,High,Good,0,All ages,53087,6030,22957,Emerging,112,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,8,0,0,1,1,2,0,0,1,0,1
Space Empires IV Deluxe,2006-02-07,2006,February,Tuesday,2000s,Q1.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,79,High,Good,0,All ages,69946,6922,31566,Emerging,0,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,2,0,0,1,0,1
Jagged Alliance 2 Gold,2006-07-06,2006,July,Thursday,2000s,Q3.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,0,Unrated,Unrated,0,All ages,0,0,0,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0,1,0,1
Disciples II: Rise of the Elves,2006-07-06,2006,July,Thursday,2000s,Q3.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,6.49,6.49,0.0,USD,Budget,0,Paid,80,High,Good,0,All ages,106175,8527,48783,Emerging,299,1,0,0,Windows Only,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,13,0,0,1,1,1,0,0,1,0,1
Disciples II: Galleans Return,2006-07-06,2006,July,Thursday,2000s,Q3.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,6.49,6.49,0.0,USD,Budget,0,Paid,84,High,Good,0,All ages,113708,8825,60800,Emerging,400,1,0,0,Windows Only,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,0,1,0,1
Iron Warriors: T - 72 Tank Command,2006-07-26,2006,July,Wednesday,2000s,Q3.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,56,Mid Range,Average,0,All ages,43403,5452,17218,Small,210,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0,1,0,1
Space Empires V,2006-10-16,2006,October,Monday,2000s,Q4.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,14.99,14.99,0.0,USD,Mid range,0,Paid,68,Mid Range,Average,0,All ages,69408,6895,38740,Emerging,204,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,2,0,0,1,0,1
Arx Fatalis,2007-04-03,2007,April,Tuesday,2000s,Q2.0,RPG,0,0,0,0,1,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,77,High,Good,0,All ages,119806,9058,57033,Emerging,389,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,0,0,1,1,1,0,0,1,0,1
Source Filmmaker,2012-07-10,2012,July,Tuesday,2010s,Q3.0,NonGame,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0, ,Free,1,Free,0,Unrated,Unrated,0,All ages,1146403,27981,1146403,Blockbuster,10079,1,0,0,Windows Only,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,1,0,0,0,0,0,1
Earth 2160,2006-04-01,2006,April,Saturday,2000s,Q2.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,73,Mid Range,Good,0,All ages,236024,12712,94876,Emerging,412,1,1,1,All Platforms,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,9,0,0,2,1,1,0,0,1,0,1
Two Worlds Epic Edition,2009-04-30,2009,April,Thursday,2000s,Q2.0,RPG,0,0,0,0,1,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,65,Mid Range,Average,17,Teen,942661,25380,416629,Popular,2399,1,1,1,All Platforms,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,16,0,0,1,1,2,0,0,1,0,1
Dark Messiah of Might & Magic,2006-10-25,2006,October,Wednesday,2000s,Q4.0,Action,0,1,0,0,1,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,72,Mid Range,Good,17,Teen,966156,25694,405509,Popular,2776,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,6,0,0,1,1,1,0,0,1,0,1
Quake III Arena,2007-08-03,2007,August,Friday,2000s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,14.99,14.99,0.0,USD,Mid range,0,Paid,0,Unrated,Unrated,0,All ages,319063,14778,141686,Emerging,656,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0,0,1,1,2,0,0,1,0,1
Quake IV,2011-08-04,2011,August,Thursday,2010s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,14.99,14.99,0.0,USD,Mid range,0,Paid,81,High,Good,17,Teen,173790,10909,93082,Emerging,509,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,15,0,0,1,1,1,0,0,1,0,1
Wolfenstein 3D,2007-08-03,2007,August,Friday,2000s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,288035,14042,134871,Emerging,1061,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,2,0,0,1,0,1
Ultimate Doom,2007-08-03,2007,August,Friday,2000s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,446580,17481,234051,Popular,2000,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,2,0,0,1,0,1
Final DOOM,2007-08-03,2007,August,Friday,2000s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,374123,16002,116577,Emerging,389,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,2,0,0,1,0,1
DOOM II,2007-08-03,2007,August,Friday,2000s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,83,High,Good,0,All ages,443890,17428,194594,Emerging,1279,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,2,0,0,1,0,1
QUAKE,2007-08-03,2007,August,Friday,2000s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,94,High,Excellent,0,All ages,340047,15256,181860,Emerging,1266,1,0,0,Windows Only,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5,0,0,1,1,2,0,0,1,0,1
QUAKE II,2007-08-03,2007,August,Friday,2000s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,318525,14766,140969,Emerging,660,1,0,0,Windows Only,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,4,0,0,1,1,2,0,0,1,0,1
QUAKE II Mission Pack: The Reckoning,2007-08-03,2007,August,Friday,2000s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,2.99,2.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,279247,13826,18114,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,2,0,0,1,0,1
QUAKE II Mission Pack: Ground Zero,2007-08-03,2007,August,Friday,2000s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,2.99,2.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,278171,13800,22239,Emerging,0,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,2,0,0,1,0,1
QUAKE III: Team Arena,2007-08-03,2007,August,Friday,2000s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,14.99,14.99,0.0,USD,Mid range,0,Paid,69,Mid Range,Average,0,All ages,317987,14753,51115,Emerging,0,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,1,1,2,0,0,1,0,1
HeXen: Beyond Heretic,2007-08-03,2007,August,Friday,2000s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,184551,11241,37305,Emerging,158,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,2,0,0,1,0,1
HeXen: Deathkings of the Dark Citadel,2007-08-03,2007,August,Friday,2000s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,178632,11060,17038,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,1,1,2,0,0,1,0,1
Heretic: Shadow of the Serpent Riders,2007-08-03,2007,August,Friday,2000s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,185089,11258,46452,Emerging,241,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,0,0,1,1,2,0,0,1,0,1
The Ship: Murder Party,2006-07-11,2006,July,Tuesday,2000s,Q3.0,Indie,1,1,0,0,1,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,1,Free,76,High,Good,0,All ages,1364671,30520,928313,Popular,5026,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,19,0,0,1,1,1,0,0,1,0,1
The Ship: Single Player,2006-11-20,2006,November,Monday,2000s,Q4.0,Indie,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0, ,Free,0,Paid,0,Unrated,Unrated,0,All ages,1327366,30101,366411,Popular,706,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,1,1,0,0,1,0,1
Bloody Good Time,2010-10-29,2010,October,Friday,2010s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,73,Mid Range,Good,0,All ages,116936,8949,90392,Emerging,716,1,0,0,Windows Only,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,8,12,10,1,1,1,0,0,1,0,1
Shadowgrounds,2006-05-08,2006,May,Monday,2000s,Q2.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,6.99,6.99,0.0,USD,Budget,0,Paid,74,Mid Range,Good,17,Teen,565669,19671,245530,Popular,973,1,0,1,Two Platforms,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,5,0,0,1,1,2,0,0,1,0,1
Gumboy - Crazy Adventures(tm),2006-12-19,2006,December,Tuesday,2000s,Q4.0,Indie,1,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,1,Free,69,Mid Range,Average,0,All ages,72637,7053,17397,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,23,0,0,1,1,1,0,0,1,0,1
RIP - Trilogy(tm),2007-06-01,2007,June,Friday,2000s,Q2.0,Indie,1,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,137920,9719,34614,Emerging,291,1,0,0,Windows Only,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,8,0,0,1,1,1,0,0,1,0,1
Vigil: Blood Bitterness(tm),2007-06-29,2007,June,Friday,2000s,Q2.0,Indie,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0, ,Free,1,Free,61,Mid Range,Average,0,All ages,63310,6585,19908,Small,129,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,0,0,1,0,0,0,0,0,1
Alpha Prime,2007-11-07,2007,November,Wednesday,2000s,Q4.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,59,Mid Range,Average,17,Teen,312427,14624,64207,Emerging,984,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,11,0,0,1,1,2,0,0,1,0,1
Vampire: The Masquerade - Bloodlines,2007-03-22,2007,March,Thursday,2000s,Q1.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,80,High,Good,17,Teen,544326,19297,407303,Popular,3983,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,1,0,0,1,0,1
