ResponseName,ReleaseDate,ReleaseYear,ReleaseMonth,ReleaseDay,ReleaseDecade,ReleaseQuarter,Genre,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsRPG,GenreIsFreeToPlay,GenreIsSimulation,GenreIsEarlyAccess,GenreIsMassivelyMultiplayer,GenreIsNonGame,GenreIsStrategy,GenreIsSports,GenreIsRacing,PriceInitial,PriceFinal,DiscountPct,PriceCurrency,PriceCategory,IsFree,FreeOrPaid,Metacritic,MetacriticCategory,ReviewCategory,RequiredAge,AgeRating,SteamSpyOwners,SteamSpyOwnersVariance,SteamSpyPlayersEstimate,PopularityCategory,RecommendationCount,PlatformWindows,PlatformLinux,PlatformMac,PlatformCategory,PCReqsHaveMin,PCReqsHaveRec,LinuxReqsHaveMin,LinuxReqsHaveRec,MacReqsHaveMin,MacReqsHaveRec,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeLevelEditor,CategoryVRSupport,CategoryIncludeSrcSDK,DLCCount,DemoCount,MovieCount,ScreenshotCount,AchievementCount,AchievementHighlightedCount,PublisherCount,DeveloperCount,PackageCount,ControllerSupport,FreeVerAvail,PurchaseAvail,SubscriptionAvail,LanguageCount
8-Bit Adventures: The Forgotten Journey Remastered Edition,2015-05-22,2015,May,Friday,2010s,Q2.0,Indie,1,0,1,0,1,0,0,0,0,0,0,0,0,9.99,3.99,0.6006,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,17038,3416,8250,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,10,40,10,1,1,2,0,0,1,0,1
Tompi Jones,2015-05-22,2015,May,Friday,2010s,Q2.0,Indie,1,1,1,1,0,0,0,0,0,0,0,0,0,3.99,3.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,56854,6240,4484,Small,0,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15,0,0,1,1,1,0,0,1,0,1
TIS-100,2015-07-20,2015,July,Monday,2010s,Q3.0,Indie,1,0,0,0,0,0,1,0,0,0,0,0,0,6.99,6.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,288573,14055,139175,Emerging,1395,1,1,1,All Platforms,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,5,10,10,1,1,1,0,0,1,0,1
Path to the Sky,2016-02-02,2016,February,Tuesday,2010s,Q1.0,Indie,1,1,1,0,1,0,0,1,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,1076,858,897,Small,0,1,0,1,Two Platforms,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,7,0,0,1,1,1,1,0,1,0,1
Arcana Heart 3 LOVE MAX!!!!!,2015-09-29,2015,September,Tuesday,2010s,Q3.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,29.99,29.99,0.0,USD,Mid range,0,Paid,0,Unrated,Unrated,0,All ages,15603,3269,12913,Small,149,1,0,0,Windows Only,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,10,56,10,1,1,1,1,0,1,0,1
Pixel Galaxy,2015-10-02,2015,October,Friday,2010s,Q4.0,Indie,1,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,68,Mid Range,Average,0,All ages,12554,2932,6277,Small,0,1,0,1,Two Platforms,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,2,6,127,10,1,1,1,1,0,1,0,1
ASCII Attack,2016-03-16,2016,March,Wednesday,2010s,Q1.0,Indie,1,1,0,0,0,0,0,0,0,0,0,0,0,2.99,2.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,3946,1644,2332,Small,0,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,9,0,0,1,1,1,1,0,1,0,1
Marble Mayhem: Fragile Ball,2015-07-07,2015,July,Tuesday,2010s,Q3.0,Indie,1,1,0,1,0,0,1,0,0,0,1,0,0,9.99,0.99,0.9009,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,206252,11884,142942,Emerging,729,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,1,1,2,0,0,1,0,1
Gary Grigsbys War in the East,2015-07-09,2015,July,Thursday,2010s,Q3.0,Strategy,0,0,0,0,0,0,1,0,0,0,1,0,0,79.99,79.99,0.0,USD,Premium,0,Paid,0,Unrated,Unrated,0,All ages,5201,1887,3946,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,7,0,0,1,1,2,0,0,1,0,1
Sparkle 2,2015-06-01,2015,June,Monday,2010s,Q2.0,Indie,1,1,1,1,0,0,0,0,0,0,0,0,0,7.99,7.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,13989,3095,6815,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,14,10,1,1,1,0,0,1,0,1
Geek Resort,2016-01-20,2016,January,Wednesday,2010s,Q1.0,Casual,0,0,0,1,0,0,1,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,533,1044,533,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,1,1,0,0,1,0,1
Color Assembler,2015-06-03,2015,June,Wednesday,2010s,Q2.0,Indie,1,0,0,1,0,0,0,0,0,0,0,0,0,7.99,7.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,0,0,0,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7,0,0,1,1,1,0,0,1,0,1
Gem Wars: Attack of the Jiblets,2015-12-14,2015,December,Monday,2010s,Q4.0,Indie,1,1,0,1,0,0,0,0,0,0,0,0,0,3.99,3.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,20446,3742,12196,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,5,47,10,1,1,2,1,0,1,0,1
Hello Kitty and Sanrio Friends Racing,2015-07-09,2015,July,Thursday,2010s,Q3.0,Casual,0,0,0,1,0,0,0,0,0,0,0,1,1,19.99,19.99,0.0,USD,Mid range,0,Paid,0,Unrated,Unrated,0,All ages,3408,1527,808,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,7,25,10,1,1,1,0,0,1,0,1
Midnights Blessing,2015-05-25,2015,May,Monday,2010s,Q2.0,Indie,1,0,1,1,1,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,9147,2503,1614,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,11,13,10,1,1,1,1,0,1,0,1
The Tale of a Common Man,2016-09-02,2016,September,Friday,2010s,Q3.0,Indie,1,0,1,1,1,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,897,783,811,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17,12,10,1,1,1,1,0,1,0,1
Black Home,2015-08-07,2015,August,Friday,2010s,Q3.0,Indie,1,0,1,1,1,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,3049,1445,1435,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,22,10,1,1,1,1,0,1,0,1
Last Heroes,2015-11-13,2015,November,Friday,2010s,Q4.0,Indie,1,0,1,1,1,0,0,0,0,0,0,0,0,1.99,0.79,0.603,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,6457,2103,2690,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,1,1,1,1,0,1,0,1
NOBUNAGAS AMBITION: Tenshouki WPK HD Version / Xin Chang noYe Wang Tian Xiang Ji  with pawaatsupukitsuto HD Version,2015-11-11,2015,November,Wednesday,2010s,Q4.0,Strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,54.99,54.99,0.0,USD,Premium,0,Paid,0,Unrated,Unrated,0,All ages,7712,2298,6636,Small,0,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5,0,0,1,1,1,0,0,1,0,1
Dungeoncraft,2015-06-05,2015,June,Friday,2010s,Q2.0,Indie,1,0,0,0,1,0,0,1,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,0,0,0,Small,0,1,0,0,Windows Only,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,5,0,0,1,1,1,0,0,1,0,1
Holodrive,2016-03-24,2016,March,Thursday,2010s,Q1.0,Indie,1,1,0,0,0,0,0,1,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,114246,8845,55060,Emerging,366,1,0,0,Windows Only,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2,14,0,0,1,1,1,1,0,1,0,1
Fated Souls,2015-07-30,2015,July,Thursday,2010s,Q3.0,Indie,1,0,1,1,1,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,4125,1681,2690,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,17,10,1,1,1,1,0,1,0,1
Rugby Challenge 3,2016-06-28,2016,June,Tuesday,2010s,Q2.0,Sports,0,0,0,0,0,0,0,0,0,0,0,1,0,49.99,49.99,0.0,USD,Premium,0,Paid,0,Unrated,Unrated,0,All ages,1793,1108,2155,Small,0,1,0,0,Windows Only,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,11,50,10,2,1,1,1,0,1,0,1
Kathy Rain,2016-05-05,2016,May,Thursday,2010s,Q2.0,Indie,1,0,1,0,0,0,0,0,0,0,0,0,0,14.99,14.99,0.0,USD,Mid range,0,Paid,77,High,Good,0,All ages,78555,7335,14527,Small,165,1,0,1,Two Platforms,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,8,20,10,1,1,1,0,0,1,0,1
Cosmophony,2015-07-09,2015,July,Thursday,2010s,Q3.0,Indie,1,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,12554,2932,7891,Small,0,1,1,1,All Platforms,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,5,5,5,1,1,1,1,0,1,0,1
Demons with Shotguns,2016-04-25,2016,April,Monday,2010s,Q2.0,Indie,1,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,11478,2804,5560,Small,0,1,0,1,Two Platforms,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,4,13,16,10,1,1,1,1,0,1,0,1
Unlimited Escape 3 & 4 Double Pack,2015-05-21,2015,May,Thursday,2010s,Q2.0,Indie,1,1,0,1,0,0,0,0,0,0,0,0,0,6.99,6.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,2152,1214,0,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,18,0,0,1,1,1,0,0,1,0,1
Cave Coaster,2015-06-04,2015,June,Thursday,2010s,Q2.0,Indie,1,0,0,1,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,12554,2932,6277,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,6,6,1,1,1,1,0,1,0,1
Nomad Fleet,2016-04-19,2016,April,Tuesday,2010s,Q2.0,Indie,1,0,0,0,0,0,0,0,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,7353,2244,5380,Small,0,1,1,1,All Platforms,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,13,15,10,1,1,1,0,0,1,0,1
Waste Walkers,2015-06-01,2015,June,Monday,2010s,Q2.0,Indie,1,1,1,0,1,0,1,0,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,17397,3452,10940,Small,134,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,2,19,78,10,1,1,2,0,0,1,0,1
Discouraged Workers,2015-09-16,2015,September,Wednesday,2010s,Q3.0,Indie,1,0,1,0,0,0,0,0,0,0,0,0,0,14.99,14.99,0.0,USD,Mid range,0,Paid,0,Unrated,Unrated,18,Mature,8071,2351,3766,Small,0,1,1,1,All Platforms,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4,1,2,32,29,10,1,1,1,1,0,1,0,1
Super 3-D Noahs Ark,2015-06-23,2015,June,Tuesday,2010s,Q2.0,Action,0,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,58289,6319,24033,Emerging,319,1,1,1,All Platforms,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5,27,10,1,1,1,1,0,1,0,1
Making History: The Calm and the Storm Gold Edition,2015-05-19,2015,May,Tuesday,2010s,Q2.0,Strategy,0,0,0,0,0,0,1,0,0,0,1,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,6636,2132,4842,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,6,0,0,1,1,2,0,0,1,0,1
Halcyon 6: Starbase Commander,2016-09-08,2016,September,Thursday,2010s,Q3.0,Indie,1,0,0,0,1,0,1,0,0,0,1,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,0,Unrated,Unrated,0,All ages,57392,6270,52370,Emerging,580,1,1,1,All Platforms,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,3,26,68,10,1,1,1,0,0,1,0,1
Gridberd,2015-09-07,2015,September,Monday,2010s,Q3.0,Indie,1,1,1,0,0,0,0,0,0,0,0,0,0,6.99,6.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,6815,2160,3587,Small,0,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,0,0,1,1,1,0,0,1,0,1
VERLIES II,2015-09-25,2015,September,Friday,2010s,Q3.0,Indie,1,0,1,0,1,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,1973,1162,1070,Small,0,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,18,44,10,1,1,1,0,0,1,0,1
Rolling Shapes,2015-06-08,2015,June,Monday,2010s,Q2.0,Indie,1,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0.49,0.7538,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,1973,1162,1076,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,7,17,10,1,1,1,0,0,1,0,1
Knee Deep,2015-07-06,2015,July,Monday,2010s,Q3.0,Indie,1,0,1,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,0,Unrated,Unrated,0,All ages,15783,3288,6277,Small,0,1,1,1,All Platforms,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4,1,4,22,43,10,1,1,1,1,0,1,0,1
Karos Returns,2015-07-30,2015,July,Thursday,2010s,Q3.0,RPG,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0, ,Free,1,Free,0,Unrated,Unrated,0,All ages,143300,9906,40354,Emerging,367,1,0,0,Windows Only,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13,0,0,1,1,0,0,0,0,0,1
Samsa and the Knights of Light,2015-12-01,2015,December,Tuesday,2010s,Q4.0,Indie,1,0,1,0,1,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,5560,1951,1793,Small,0,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,13,26,10,1,2,1,1,0,1,0,1
Two Digits,2015-05-22,2015,May,Friday,2010s,Q2.0,Indie,1,0,0,1,0,0,0,0,0,0,0,0,0,1.99,1.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,26364,4249,17397,Small,156,1,1,1,All Platforms,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,6,13,10,1,1,3,0,0,1,0,1
Orc Assault,2016-05-10,2016,May,Tuesday,2010s,Q2.0,Indie,1,0,0,0,1,0,0,0,0,0,1,0,0,19.99,19.99,0.0,USD,Mid range,0,Paid,0,Unrated,Unrated,0,All ages,0,0,0,Small,0,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,12,0,0,1,1,1,0,0,1,0,1
Advent,2015-05-15,2015,May,Friday,2010s,Q2.0,RPG,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0, ,Free,0,Paid,0,Unrated,Unrated,0,All ages,8967,2478,1616,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,7,0,0,1,1,0,0,0,0,0,1
Dr. Spacezoo,2016-05-09,2016,May,Monday,2010s,Q2.0,Indie,1,1,0,0,0,0,0,1,0,0,0,0,0,7.99,7.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,0,0,0,Small,0,1,1,1,All Platforms,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,9,12,10,1,1,1,1,0,1,0,1
Flix The Flea,2015-06-01,2015,June,Monday,2010s,Q2.0,Indie,1,1,0,0,0,0,0,0,0,0,0,0,0,2.99,2.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,64028,6622,40533,Emerging,166,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,0,0,1,1,1,0,0,1,0,1
Downpour,2015-05-14,2015,May,Thursday,2010s,Q2.0,Indie,1,1,0,0,0,0,1,0,0,0,0,0,0,0.99,0.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,4663,1787,2511,Small,0,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,0,1,1,1,0,0,1,0,1
Hostile Dimension,2015-06-25,2015,June,Thursday,2010s,Q2.0,Indie,1,1,0,0,0,0,0,0,0,0,0,0,0,1.99,1.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,8609,2428,4842,Small,0,1,0,0,Windows Only,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,10,10,10,1,1,1,0,0,1,0,1
Teddy Floppy Ear - The Race,2015-05-22,2015,May,Friday,2010s,Q2.0,Indie,1,0,0,0,0,0,1,0,0,0,0,1,1,4.99,0.49,0.9018,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,85729,7663,49859,Emerging,447,1,1,1,All Platforms,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,10,14,10,1,1,2,1,0,1,0,1
Space Grunts,2016-01-12,2016,January,Tuesday,2010s,Q1.0,Indie,1,1,0,0,1,0,0,0,0,0,1,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,1973,1162,1435,Small,0,1,1,1,All Platforms,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,10,31,10,1,1,1,1,0,1,0,1
Awe,2015-10-09,2015,October,Friday,2010s,Q4.0,Indie,1,0,0,1,0,0,0,0,0,0,0,0,0,0.99,0.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,9326,2527,6636,Small,120,1,0,1,Two Platforms,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,8,18,10,1,1,1,0,0,1,0,1
Gnumz: Masters of Defense,2015-12-21,2015,December,Monday,2010s,Q4.0,Casual,0,0,0,1,0,0,0,0,0,0,1,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,11837,2847,7712,Small,0,1,0,0,Windows Only,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,6,12,10,1,1,1,0,0,1,0,1
Grey Cubes,2015-05-15,2015,May,Friday,2010s,Q2.0,Indie,1,1,0,1,0,0,0,0,0,0,0,0,0,0.99,0.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,25288,4162,10223,Small,278,1,1,1,All Platforms,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,10,13,10,1,1,1,1,0,1,0,1
Gunnheim,2015-10-16,2015,October,Friday,2010s,Q4.0,Indie,1,1,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,35691,4944,19370,Small,126,1,1,1,All Platforms,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,2,7,11,10,1,1,1,0,0,1,0,1
Bounty Train,2015-08-25,2015,August,Tuesday,2010s,Q3.0,Indie,1,0,0,0,0,0,1,1,0,0,1,0,0,24.99,24.99,0.0,USD,Mid range,0,Paid,0,Unrated,Unrated,0,All ages,10223,2646,9685,Small,245,1,0,1,Two Platforms,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,16,3,3,1,1,2,0,0,1,0,1
Legends of Pixelia,2015-09-14,2015,September,Monday,2010s,Q3.0,Indie,1,1,0,0,1,0,0,0,0,0,0,0,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,0,0,0,Small,0,1,1,1,All Platforms,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,8,69,10,1,1,1,1,0,1,0,1
A Bastards Tale,2015-05-26,2015,May,Tuesday,2010s,Q2.0,Indie,1,1,1,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,8250,2377,4842,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,8,10,10,1,1,1,1,0,1,0,1
Tap Heroes,2015-06-05,2015,June,Friday,2010s,Q2.0,Indie,1,1,1,1,1,0,0,0,0,0,0,0,0,2.99,2.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,73533,7097,50935,Emerging,387,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,50,10,1,1,1,0,0,1,0,1
SBX: Invasion,2015-06-01,2015,June,Monday,2010s,Q2.0,Indie,1,1,0,0,0,0,0,0,0,0,1,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,1076,858,539,Small,0,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,1,1,1,0,0,1,0,1
COLINA: Legacy,2016-12-01,2016,December,Thursday,2010s,Q4.0,Indie,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0, ,Free,0,Paid,0,Unrated,Unrated,0,All ages,0,0,0,Small,0,1,0,0,Windows Only,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,0,0,1,1,0,0,0,0,0,1
Far Cry(r) Primal,2016-02-29,2016,February,Monday,2010s,Q1.0,Action,0,1,1,0,0,0,0,0,0,0,0,0,0,59.99,59.99,0.0,USD,Premium,0,Paid,74,Mid Range,Good,17,Teen,265975,13494,245350,Popular,5235,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,10,0,0,1,1,2,0,0,1,0,1
Rolling Sun,2015-06-03,2015,June,Wednesday,2010s,Q2.0,Indie,1,1,1,0,0,0,1,0,0,0,1,0,0,4.99,0.49,0.9018,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,61696,6501,36587,Emerging,153,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,0,0,1,1,1,1,0,1,0,1
Pixel Space,2015-07-27,2015,July,Monday,2010s,Q3.0,Indie,1,1,0,1,1,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,11658,2826,1614,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,0,1,1,1,0,0,1,0,1
Age of Castles: Warlords,2015-05-15,2015,May,Friday,2010s,Q2.0,Indie,1,0,0,1,0,0,1,0,0,0,1,0,0,1.99,1.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,3766,1606,1793,Small,0,1,0,1,Two Platforms,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,1,1,0,0,1,0,1
Ramayana,2015-05-25,2015,May,Monday,2010s,Q2.0,Indie,1,0,1,0,0,0,0,0,0,0,1,0,0,11.99,11.99,0.0,USD,Mid range,0,Paid,0,Unrated,Unrated,0,All ages,0,0,0,Small,0,1,1,0,Two Platforms,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,15,10,10,1,1,1,0,0,1,0,1
Dreaming,2015-06-08,2015,June,Monday,2010s,Q2.0,Indie,1,0,1,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,0,0,0,Small,0,1,0,0,Windows Only,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,1,1,0,0,1,0,1
Football Mogul 2014,2015-05-28,2015,May,Thursday,2010s,Q2.0,Casual,0,0,0,1,0,0,1,0,0,0,1,1,0,9.99,9.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,8429,2403,1793,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,0,0,1,1,1,0,0,1,0,1
Collider,2016-03-01,2016,March,Tuesday,2010s,Q1.0,Indie,1,1,0,1,0,0,0,0,0,0,0,0,0,5.99,5.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,16680,3380,1255,Small,0,1,1,1,All Platforms,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,11,17,10,1,1,1,1,0,1,0,1
Gunslugs,2015-06-02,2015,June,Tuesday,2010s,Q2.0,Indie,1,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,8788,2453,5201,Small,0,1,1,1,All Platforms,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,5,63,10,1,1,1,1,0,1,0,1
Pillar,2015-05-29,2015,May,Friday,2010s,Q2.0,Indie,1,0,1,0,0,0,0,0,0,0,0,0,0,7.99,7.99,0.0,USD,Budget,0,Paid,0,Unrated,Unrated,0,All ages,32462,4715,9864,Small,0,1,0,0,Windows Only,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,6,6,6,1,1,2,0,0,1,0,1
